dialogue_id,turn,text,role,topic,intent,sentiment,urgency,client_persona,operator_style
2890,1,"Добрый день, Срочно: заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,negative,4,"Кристина, 33 лет (резкая, требовательная)",
2890,2,"Здравствуйте! Звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,3,,оператор (заботливый)
2890,3,"Мой актуальный адрес: пер. Тихий, д. 4, кв. 12. Иначе буду писать жалобу.",client,delivery,response,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
2890,4,"Сочувствую, сейчас поможем. Нашёл ваш заказ, курьер уже выехал по верному адресу! Номер обращения: 322661.",operator,delivery,response,neutral,1,,оператор (заботливый)
2891,1,"Здравствуйте, я тут не сильно разбираюьс, но хочу отменить доставку, товар больше не нужен. Объясните, пожалуйта, попроще.",client,delivery,delivery_issue,negative,4,"Валерий, 52 лет (растерянный новичок в технике)",
2891,2,"По делу: уточните ваш текущий адрес доставки, пожалуйста? (тикет №460707)",operator,delivery,response,neutral,3,,оператор (деловой)
2891,3,"Сын подсказал написать вам: номер заказа 249233, если понадобится.",client,delivery,response,neutral,2,"Валерий, 52 лет (растерянный новичок в технике)",
2891,4,"Заявка передана в службу доставки, разберутся в течение дня.",operator,delivery,response,neutral,1,,оператор (деловой)
2892,1,"Добрый день, получил заказ с повреждённой упаковкой.",client,delivery,delivery_issue,neutral,3,"Сергей, 29 лет (спокойный, технически подкованный)",
2892,2,Здравствуйте! Подскажите номер телефона для связи с курьером?,operator,delivery,response,neutral,2,,оператор (заботливый)
2892,3,"Смотрите, упаковка была вскрыта прямо при курьере, могу прислать фото.",client,delivery,response,neutral,1,"Сергей, 29 лет (спокойный, технически подкованный)",
2892,4,"Адрес обновлён, заказ придёт по новому адресу. Обращение зарегистрировано под номером 564349.",operator,delivery,response,neutral,1,,оператор (заботливый)
2893,1,"Раньше такого безобразия не было, заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,negative,3,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2893,2,Привет! На какое время был запланирован приезд курьера? (тикет №796535),operator,delivery,response,neutral,2,,оператор (дружелюбный)
2893,3,"Ну вот, хорошо, спасибо за ответ. Совсем распустились.",client,delivery,gratitude,positive,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2894,1,"Здравствуйте! Благодарю за обращение. Уточните ваш текущий адрес доставки, пожалуйста?",operator,delivery,delivery_issue,neutral,2,,оператор (формальный)
2894,2,"Здрасте, внезапно (нет), можно ли забрать заказ из пункта выдачи пораньше.",client,delivery,response,neutral,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2894,3,"Пришлите, пожалуйста, номер заказа — проверю статус? (тикет №527113)",operator,delivery,response,neutral,2,,оператор (формальный)
2894,4,"Внезапно (нет), ладно, тогда подожду. Ну хоть посмеялся, и то дело.",client,delivery,acknowledgment,neutral,2,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2895,1,"Добрый день, да сколько можно, нужно перенести заказ на другой день, планы поменялись.",client,delivery,delivery_issue,negative,5,"Дмитрий, 34 лет (уставший, раздражённый)",
2895,2,"Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ? Номер обращения: 776251.",operator,delivery,response,neutral,4,,оператор (формальный)
2895,3,"Third раз пишу, упаковка была вскрыта прямо при курьрее, могу прислать фото.",client,delivery,response,neutral,3,"Дмитрий, 34 лет (уставший, раздражённый)",
2895,4,"Благодарю за обращение. Трек-номер обновлён, теперь статус будет отображаться корректно.",operator,delivery,response,neutral,1,,оператор (формальный)
2896,1,"Здравствуйте, слушайте, хочу изменить адрес достваки, переехал на новое место. Уже нервы на пределе!",client,delivery,delivery_issue,neutral,3,"Дмитрий, 34 лет (уставший, раздражённый)",
2896,2,Добрый день. По делу: подскажите номер телефона для связи с курьером?,operator,delivery,response,neutral,2,,оператор (деловой)
2896,3,"Слушайте, телефон вот: +7 929 020-14-14!",client,delivery,response,neutral,1,"Дмитрий, 34 лет (уставший, раздражённый)",
2896,4,Оформил повторную отправку заказа за наш счёт. (тикет №850252),operator,delivery,response,neutral,1,,оператор (деловой)
2897,1,"Здрасте, курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,neutral,4,"Валерий, 52 лет (растерянный новичок в технике)",
2897,2,"Здрасте! Звонил ли вам курьер сегодня, или совсем не было звонков? Номер обращения: 523985.",operator,delivery,response,neutral,3,,оператор (дружелюбный)
2897,3,"Изввините за глупый вопрос, курьер зонил один раз и сразу сбросил. Объясните, пожалуйста, попроще.",client,delivery,response,neutral,2,"Валерий, 52 лет (растерянный новичок в технике)",
2897,4,"Адрес обновлён, заказ придёт по новому адресу.",operator,delivery,response,neutral,1,,оператор (дружелюбный)
2898,1,"Добрый день! заказ показывает статус ""доставлен"", но по факту ничего не привезли. Спасибо, что разбираетесь.",client,delivery,delivery_issue,neutral,2,"Марина, 44 лет (спокойная, доброжелательная)",
2898,2,"Здравствуйте! Благодарю за обращение. Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ?",operator,delivery,response,neutral,1,,оператор (формальный)
2898,3,"Добрый день! мой актуальный адрес: ул. Ленина, д. 15, кв. 42, если нужно — заказ 994203.",client,delivery,response,neutral,1,"Марина, 44 лет (спокойная, доброжелательная)",
2898,4,Оформил повторную отправку заказа за наш счёт.,operator,delivery,response,neutral,1,,оператор (формальный)
2899,1,"Здравствуйте, Немедленно нужно решить: трек-номер не отслеживается уже два дня. Иначе буду писать жалобу.",client,delivery,delivery_issue,neutral,3,"Кристина, 33 лет (резкая, требовательная)",
2899,2,"Добрый день. По делу: звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,2,,оператор (деловой)
2899,3,"Немедленно нужно решить: дома был весь день, звноков не пропускал!",client,delivery,response,neutral,1,"Кристина, 33 лет (резкая, требовательная)",
2899,4,"Заявка передана в службу доставки, разберутся в течение дня. Если возникнут вопросы — пишите. (тикет №304473)",operator,delivery,response,positive,1,,оператор (деловой)
2900,1,"А можно вопрос, курьер не смог дозвониться, хотя телефон был при мне весь день. Помогите пожалуйста, очень ндо!!",client,delivery,delivery_issue,negative,3,"Аня, 21 лет (эмоциональная, тревожная)",
2900,2,"Пришлите, пожалуйста, номер заказа — проверю статус?",operator,delivery,response,neutral,2,,оператор (формальный)
2900,3,"А можно вопрос, номер заказа 2539902, если понадобится.",client,delivery,response,neutral,1,"Аня, 21 лет (эмоциональная, тревожная)",
2900,4,"Связался со службой доставки, уточнили — заказ привезут сегодня. Обращайтесь, если что-то ещё понадобится. (тикет №656610)",operator,delivery,response,positive,1,,оператор (формальный)
2901,1,"Приветствую! Не переживайте, подскажите номер телефона для связи с курьером?",operator,delivery,delivery_issue,neutral,4,,оператор (дружелюбный)
2901,2,"Првет, чел, трек-номер не отслеживается уже два дня. как так вообще 😢",client,delivery,response,negative,5,"Макс, 20 лет (нетерпеливый, сленговый)",
2901,3,"Не переживайте, на какое время был запланирован приезд курьера? Обращение зарегистрировано под номером 352998.",operator,delivery,response,neutral,4,,оператор (дружелюбный)
2901,4,"Короче, принято, спасибо за информацию.",client,delivery,acknowledgment,neutral,4,"Макс, 20 лет (нетерпеливый, сленговый)",
2902,1,"Добрый день! Понимаю, как это неприятно. Уточните ваш текущий адрес доставки, пожалуйста?",operator,delivery,delivery_issue,neutral,3,,оператор (заботливый)
2902,2,"Здрасте, нужно перенести заказ на другой день, планы поменялись. Могу описать шаги воспроизведения.",client,delivery,response,negative,4,"Сергей, 29 лет (спокойный, технически подкованный)",
2902,3,"Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ? Обращение зарегистрировано под номером 339547.",operator,delivery,response,neutral,3,,оператор (заботливый)
2902,4,"Принято, спасибо за информацию.",client,delivery,acknowledgment,neutral,3,"Сергей, 29 лет (спокойный, технически подкованный)",
2903,1,"А можжно вопрос, заказ показывает статус ""дотсавлен"", но по факту ничего не привезли. Очень переживаю из-за этого!",client,delivery,delivery_issue,neutral,2,"Аня, 21 лет (эмоциональная, тревожная)",
2903,2,"Нашёл ваш заказ, курьер уже выехал по верному адресу. (тикет №985193)",operator,delivery,response,neutral,1,,оператор (деловой)
2904,1,"Привет, ой, курьер не сог дозвониться, хотя телефно был при мне весь день! 😔",client,delivery,delivery_issue,negative,2,"Аня, 21 лет (эмоциональная, тревожная)",
2904,2,"Здрасте! Не переживайте, изменил интервал доставки, курьер предупредит звонком заранее. Приятно было помочь. (тикет №419601)",operator,delivery,response,neutral,1,,оператор (дружелюбный)
2905,1,"Коллеги, получил заказ с повреждённой упаковкой. Могу описать шаги воспроизведения.",client,delivery,delivery_issue,neutral,5,"Сергей, 29 лет (спокойный, технически подкованный)",
2905,2,"Уточните ваш текущий адрес доставки, пожалуйста?",operator,delivery,response,neutral,4,,оператор (формальный)
2905,3,"Коллеги, телефон вот: +7 949 321-47-86.",client,delivery,response,neutral,3,"Сергей, 29 лет (спокойный, технически подкованный)",
2905,4,"Благодарю за обращение. Трек-номер обновлён, теперь статус будет отображаться корректно. (тикет №321741)",operator,delivery,response,positive,1,,оператор (формальный)
2906,1,"Курьер до сих пор не приехал, хотя время доставки давно прошло. Логи готов приложить, если нужно.",client,delivery,delivery_issue,negative,5,"Сергей, 29 лет (спокойный, технически подкованный)",
2906,2,По делу: на какое время был запланирован приезд курьера?,operator,delivery,response,neutral,4,,оператор (деловой)
2906,3,"Коллеги, упаковка была вскрыта прямо при курьере, могу прислать фото, если нужно — заказ 297395.",client,delivery,response,neutral,3,"Сергей, 29 лет (спокойный, технически подкованный)",
2906,4,Оформил возврат за задержку доставки на счёт бонусами.,operator,delivery,response,neutral,1,,оператор (деловой)
2907,1,"Я уже начал переживать, хочу оменить доставку, товар больше не нужен, номер заказа 267323!",client,delivery,delivery_issue,negative,5,"Олег, 46 лет (тревожный, дотошный)",
2907,2,"Звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,4,,оператор (формальный)
2907,3,"Я уже начал переживать, дома был весь день, звонков не пропускал.",client,delivery,response,neutral,3,"Олег, 46 лет (тревожный, дотошный)",
2907,4,Оформил повторную отправку заказа за наш счёт.,operator,delivery,response,positive,1,,оператор (формальный)
2908,1,"Меня это очень беспокоит, можно ли забрать заакз из пункта выдачи пораньше (заказ №40201).",client,delivery,delivery_issue,negative,3,"Олег, 46 лет (тревожный, дотошный)",
2908,2,Здравствуйте! Оформил возврат за задержку доставки на счёт бонусами. Номер обращения: 703896.,operator,delivery,response,neutral,2,,оператор (формальный)
2909,1,"Будьте добры, хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,neutral,4,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2909,2,"Здравствуйте! Пришлите, пожалуйста, номер заказа — проверю статус?",operator,delivery,response,neutral,3,,оператор (заботливый)
2909,3,"Не могли бы вы подсказать: спасибо большое, буду ждать.",client,delivery,gratitude,positive,2,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2909,4,"Понимаю, как это неприятно. Нашёл ваш заказ, курьер уже выехал по верному адресу! Если возникнут вопросы — пишите. Обращение зарегистрировано под номером 371622.",operator,delivery,response,positive,1,,оператор (заботливый)
2910,1,"Извините, ребёнок плаччет, отвлеклась, заказ привезли не по тому адресу, что я указывал. Извините, если что-то путано объяснила.",client,delivery,delivery_issue,neutral,2,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2910,2,Подскажите номер телефона для связи с курьером?,operator,delivery,response,neutral,1,,оператор (деловой)
2910,3,"Простите, дописываю на бегу, номер заказа 714040, если понадобится. Пишу пока малыш спит 💛...",client,delivery,response,neutral,1,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2910,4,"Заявка передана в службу доставки, разберутся в течение дня.",operator,delivery,response,neutral,1,,оператор (деловой)
2911,1,"Добрый деннь, Немедленно нужно решить: можно ли забрать заказ из пункта выдачи пораньше. Жду РЕШЕНИЯ в ближайшее время!",client,delivery,delivery_issue,neutral,4,"Кристина, 33 лет (резкая, требовательная)",
2911,2,"Здравствуйте! Трек-номер обновлён, теперь статус будет отображаться корректно. Приятно было помочь.",operator,delivery,response,neutral,3,,оператор (заботливый)
2912,1,"Я тут не слиьно разбираюсь, но курьер до сих пор не приехал, хотя время доставки давно прошло. Я в этих ваших приложенииях не очень.",client,delivery,delivery_issue,negative,4,"Валерий, 52 лет (растерянный новичок в технике)",
2912,2,"Добрый день! Адрес обновлён, заказ придёт по новому адресу.",operator,delivery,response,neutral,3,,оператор (заботливый)
2913,1,"Здрасте, чел, хочу изменнить адрес доставки, переехал на новое место!",client,delivery,delivery_issue,neutral,2,"Макс, 20 лет (нетерпеливый, сленговый)",
2913,2,Приветствую! Подскажите номер телефона для связи с курьером? Обращение зарегистрировано под номером 750700.,operator,delivery,response,neutral,1,,оператор (дружелюбный)
2913,3,"Чел, мой актуальный адрес: пер. Тихий, д. 4, кв. 12 (заказ №343190).",client,delivery,response,neutral,1,"Макс, 20 лет (нетерпеливый, сленговый)",
2913,4,"Связался со службой доставки, уточнили — заказ привезут сегодня. Хорошего дня! (тикет №668874)",operator,delivery,response,neutral,1,,оператор (дружелюбный)
2914,1,"Привет, трек-номер не отслеживается уже два дня. Совсем распустились!",client,delivery,delivery_issue,neutral,4,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2914,2,"Здравствуйте! Благодарю за обращение. Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ?",operator,delivery,response,neutral,3,,оператор (формальный)
2914,3,"Опять двадцать пять, поняла, спасибо огромное.",client,delivery,gratitude,positive,2,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2914,4,"Изменил интервал доставки, курьер предупредит звонком заранее.",operator,delivery,response,neutral,1,,оператор (формальный)
2915,1,"Здравствуйте, ну вот, нужно перенести заказ на другой день, планы пменялись.",client,delivery,delivery_issue,neutral,2,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2915,2,"Пришлите, пожалуйста, номер заказа — проверю статус?",operator,delivery,response,neutral,1,,оператор (формальный)
2915,3,"Опять двадать пять, курьер звонил один раз и сразу сбросил. Совсем распустились!",client,delivery,response,neutral,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2916,1,"Привет, заказ показывает статус ""доставлен"", но по факту ничего не привезли. Дети под ногами, времени разбираться нет.",client,delivery,delivery_issue,neutral,3,"Дмитрий, 34 лет (уставший, раздражённый)",
2916,2,"Приветствую! Звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,2,,оператор (дружелюбный)
2916,3,"Thrd раз пишу, номер заказа 803735, если понадобится.",client,delivery,response,neutral,1,"Дмитрий, 34 лет (уставший, раздражённый)",
2916,4,"Адрес обновлён, заказ придёт по новому адресу!",operator,delivery,response,positive,1,,оператор (дружелюбный)
2917,1,"Добрый день, ну вот, заказ пивезли не по тому адресу, что я указывал. Совсем распустились.",client,delivery,delivery_issue,negative,3,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2917,2,"Добрый день! Уточните ваш текущий адрес доставки, пожалуйста?",operator,delivery,response,neutral,2,,оператор (формальный)
2917,3,"Раньше такого безобразия не было, курьер звонил один раз и сразу сбросил. Совсем распустились, номер заказа 823948.",client,delivery,response,neutral,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2917,4,"Благодарю за обращение. Связался со службой доставки, уточнили — заказ привезут сегодня. Номер обращения: 450447.",operator,delivery,response,neutral,1,,оператор (формальный)
2918,1,Сын подсказал написать вам: получил заказ с повреждённой упаковкой (заказ №928486)!,client,delivery,delivery_issue,neutral,3,"Валерий, 52 лет (растерянный новичок в технике)",
2918,2,Здравствуйте! На какое время был запланирован приезд курьера?,operator,delivery,response,neutral,2,,оператор (заботливый)
2918,3,"Извините за глупый вопрос, мой актуальный адрес: пер. Тихий, д. 4, кв. 12. Объясните, пожалусйта, попрще.",client,delivery,response,neutral,1,"Валерий, 52 лет (растерянный новичок в технике)",
2918,4,"Понимаю, как это неприятно. Оформил повторную отправку заказа за наш счёт. (тикет №563465)",operator,delivery,response,positive,1,,оператор (заботливый)
2919,1,"А можно вопрс, курьер не смог дозвониться, хоят телефон был при мне весь день.",client,delivery,delivery_issue,neutral,3,"Аня, 21 лет (эмоциональная, тревожная)",
2919,2,"Привет! Сейчас разберёмся 🙂 звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,2,,оператор (дружелюбный)
2919,3,"Дома был весь день, звонков не пропускал! 😢",client,delivery,response,neutral,1,"Аня, 21 лет (эмоциональная, тревожная)",
2920,1,"Раньше такого безобразия не было, хочу отменить доставку, товар больше не нужен!",client,delivery,delivery_issue,neutral,3,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2920,2,"Добрый день. Уточните ваш текущий адрес доставки, пожалуйста? Номер обращения: 934319.",operator,delivery,response,neutral,2,,оператор (деловой)
2920,3,"Спсибо, что разобрались так быстро.",client,delivery,gratitude,positive,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2920,4,"Заявка передана в службу доставки, разберутся в течение дня. (тикет №444212)",operator,delivery,response,neutral,1,,оператор (деловой)
2921,1,"Курьер не смог дозвониться, хотя телефон был при мне весь день, если нужно — заказ 622864.",client,delivery,delivery_issue,neutral,2,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2921,2,Добрый день. По делу: оформил возврат за задержку доставки на счёт бонусами.,operator,delivery,response,neutral,1,,оператор (деловой)
2922,1,"Слуш, можно ли забрать заказ из пункта выдачи пораньше!",client,delivery,delivery_issue,neutral,4,"Макс, 20 лет (нетерпеливый, сленговый)",
2922,2,"Добрый день! Трек-номер обновлён, теперь статус будет отображаться корректно. Спасибо за терпение!",operator,delivery,response,neutral,3,,оператор (формальный)
2923,1,"Да сколько можно, курьер до сих пор не приехал, хотя время доставки давно поршло. Уже нервы на пределе.",client,delivery,delivery_issue,negative,4,"Дмитрий, 34 лет (уставший, раздражённый)",
2923,2,"Добрый день! Понимаю, как это неприятно. Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ? Номер обращения: 223140.",operator,delivery,response,neutral,3,,оператор (заботливый)
2923,3,"Спасибо, вопрос решён.",client,delivery,gratitude,positive,2,"Дмитрий, 34 лет (уставший, раздражённый)",
2924,1,Здравствуйте! Подскажите номер телефона для связи с курьером?,operator,delivery,delivery_issue,neutral,4,,оператор (формальный)
2924,2,"Ну вот, зказ привезли не по тому адресу, что я указывал. Совсем распустились!",client,delivery,response,negative,5,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2924,3,"Пришлите, пожалуйста, номер заказа — проверю статус? (тикет №551110)",operator,delivery,response,neutral,4,,оператор (формальный)
2924,4,"Понял, ждём. В наше время такого барадка не было (заказ №246787).",client,delivery,acknowledgment,neutral,4,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2925,1,"Заказ показывает статус ""доставлен"", но по факту ничего не привезли. Прошу решить оперативно (заказ №706069).",client,delivery,delivery_issue,neutral,3,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2925,2,"Привет! Нашёл ваш заказ, курьер уже выехал по верному адресу. Обращайтесь, если что-то ещё понадобится.",operator,delivery,response,neutral,2,,оператор (дружелюбный)
2926,1,Срочно: трек-номер не отслеживается уже два дня.,client,delivery,delivery_issue,neutral,5,"Кристина, 33 лет (резкая, требовательная)",
2926,2,Здравствуйте! На какое время был запланирован приезд курьера? Номер обращения: 348190.,operator,delivery,response,neutral,4,,оператор (заботливый)
2926,3,"Срочно: понял, спасибо за помощь!",client,delivery,gratitude,positive,3,"Кристина, 33 лет (резкая, требовательная)",
2926,4,"Изменил интервал доставки, курьер предупредит звонком заранее.",operator,delivery,response,positive,1,,оператор (заботливый)
2927,1,"Привет, ой, хоччу изменить адрес доставки, переехал на нвое место. Очень переживаю из-за этого, номер заказа 544920.",client,delivery,delivery_issue,neutral,2,"Аня, 21 лет (эмоциональная, тревожная)",
2927,2,"Здрасте! Звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,1,,оператор (дружелюбный)
2927,3,"Упаковка была вскртыа прямо при куррьере, могу прислать фото, номер заказа 852230.",client,delivery,response,neutral,1,"Аня, 21 лет (эмоциональная, тревожная)",
2927,4,"Заявка передана в службу доставки, разберутся в течение дня. Спасибо за терпение! Номер обращения: 645680.",operator,delivery,response,positive,1,,оператор (дружелюбный)
2928,1,"Простите что беспокою, хочу отменить доставку, товар болье не нужен. Помогите пожалуйста, очень надо! 😅",client,delivery,delivery_issue,negative,2,"Аня, 21 лет (эмоциональная, тревожная)",
2928,2,"Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ?",operator,delivery,response,neutral,1,,оператор (формальный)
2928,3,"Простите что беспокою, телефон вот: +7 911 912-51-00. Помогите пожалуйста, очень надо!! 😔",client,delivery,response,neutral,1,"Аня, 21 лет (эмоциональная, тревожная)",
2928,4,"Нашёл ваш заказ, курьер уже выехал по верному адресу.",operator,delivery,response,positive,1,,оператор (формальный)
2929,1,"Добрый день, нужно перенести заказ на другой день, планы поменялись.",client,delivery,delivery_issue,neutral,4,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2929,2,"Здравствуйте! Пришлите, пожалуйста, номер заказа — проверю статус?",operator,delivery,response,neutral,3,,оператор (заботливый)
2929,3,"Добрый день. благодарю, выручили.",client,delivery,gratitude,positive,2,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2929,4,"Сочувствую, сейчас поможем. Оформил повторную отправку заказа за наш счёт.",operator,delivery,response,positive,1,,оператор (заботливый)
2930,1,"Привет, а можно вопрос, получил заказ с повреждённой упаковкой!",client,delivery,delivery_issue,neutral,4,"Аня, 21 лет (эмоциональная, тревожная)",
2930,2,Подскажите номер телефона для связи с курьером? Обращение зарегистрировано под номером 985965.,operator,delivery,response,neutral,3,,оператор (деловой)
2930,3,"Ой, телефон вот: +7 922 392-98-49. Помогите пожалуйста, очень надо!",client,delivery,response,neutral,2,"Аня, 21 лет (эмоциональная, тревожная)",
2931,1,"Я уже начал переживать, хочу отменить доставку, товар больше не нужен.",client,delivery,delivery_issue,negative,3,"Олег, 46 лет (тревожный, дотошный)",
2931,2,"Изменил интервал доставки, курьер предупредит звонком заранее.",operator,delivery,response,neutral,2,,оператор (деловой)
2932,1,"Простите что бесппокою, трек-номер не отслеживается уже два дня. Помогите пожалуйста, очень надо!...",client,delivery,delivery_issue,negative,3,"Аня, 21 лет (эмоциональная, тревожная)",
2932,2,"Здравствуйте! Адрес обновлён, заказ придёт по новому адресу. Номер обращения: 571983.",operator,delivery,response,neutral,2,,оператор (заботливый)
2933,1,"Здрваствуйте, моожно ли забрать заказ из пункта выдачи пораньше.",client,delivery,delivery_issue,neutral,2,"Макс, 20 лет (нетерпеливый, сленговый)",
2933,2,Здравствуйте! На какое время был запланирован приезд курьера?,operator,delivery,response,neutral,1,,оператор (формальный)
2933,3,"Бро, номер заказа 129332, если понаадобится 😅",client,delivery,response,neutral,1,"Макс, 20 лет (нетерпеливый, сленговый)",
2934,1,"Здравствуйте, ой, протите за беспокойство, курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,neutral,4,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2934,2,"Добрый день. Уточните ваш текущий адрес доставки, пожалуйста?",operator,delivery,response,neutral,3,,оператор (деловой)
2934,3,"Упаковка была вскрыта прямо при курьере, могу прислатть фото. Внучка обычно помогает, а её сейчас нет рядом.",client,delivery,response,neutral,2,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2934,4,Оформил возврат за задержку доставки на счёт бонусами. Приятно было помочь. Номер обращения: 494046.,operator,delivery,response,neutral,1,,оператор (деловой)
2935,1,"Приветствую! Не переживайте, пришлите, пожалуйста, номер заказа — проверю статус?",operator,delivery,delivery_issue,neutral,3,,оператор (дружелюбный)
2935,2,"Здравствуйте, внезапно (нет), заказ показывает статус ""доставлен"", но по факту ничего не привезли. Ну хоть посмеялся, и то дело.",client,delivery,response,negative,4,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2935,3,"Сейчас разберёмся 🙂 уточните ваш текущий адрес доставки, пожалуйста? Обращение зарегистрировано под номером 284713.",operator,delivery,response,neutral,3,,оператор (дружелюбный)
2935,4,"Ну красота просто, хорошо, договорились. Ну хоть посмеялся, и то дело.",client,delivery,acknowledgment,neutral,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2936,1,"Ну красота просто, заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,neutral,5,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2936,2,Благодарю за обращение. Подскажите номер телефона для связи с курьером?,operator,delivery,response,neutral,4,,оператор (формальный)
2936,3,"Как обычно, поняла, спасибо огромное. Ждём-с.",client,delivery,gratitude,positive,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2937,1,"Просите, дописываю на бегу, нужно перенести заказ на другой день, планы поменялись. Извините, если что-то путано объяснила, номер заказа 254865.",client,delivery,delivery_issue,negative,3,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2937,2,"Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ?",operator,delivery,response,neutral,2,,оператор (деловой)
2937,3,"Извините, ребёнок плачет, отвлеклась, хорошо, спасибо за ответ...",client,delivery,gratitude,positive,1,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2937,4,"Связался со службой доставки, уточнили — заказ привезут сегодня.",operator,delivery,response,neutral,1,,оператор (деловой)
2938,1,Срочно: получил заказ с повреждённой упаковкой!,client,delivery,delivery_issue,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
2938,2,Добрый день! На какое время был запланирован приезд курьера? (тикет №818401),operator,delivery,response,neutral,1,,оператор (формальный)
2938,3,"Сроочно: дома был весь день, звонков не пропускал!",client,delivery,response,neutral,1,"Кристина, 33 лет (резкая, требовательная)",
2939,1,"Ну вот, хочу изменить адрес доставки, переехал на новое место, еси нужно — заказ 344662.",client,delivery,delivery_issue,neutral,2,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2939,2,"Звонил ли вам курьер сегодня, или совсем не было звонков?",operator,delivery,response,neutral,1,,оператор (формальный)
2939,3,"Мой актуальный адрес: ул. Ленина, д. 15, кв. 42. В наше время такого бардака не было!",client,delivery,response,neutral,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2939,4,"Благодарю за обращение. Трек-номер обновлён, теперь статус будет отображаться корректно.",operator,delivery,response,neutral,1,,оператор (формальный)
2940,1,"Добрый день! Звонил ли вам курьер сегодня, или совсем не было звонков? Номер обращения: 320061.",operator,delivery,delivery_issue,neutral,2,,оператор (заботливый)
2940,2,"Добрый день, Это уже недопустимо. курьер не смог дозвониться, хотя телефон был при мне весь день. Жду решения в ближайшее время.",client,delivery,response,neutral,3,"Кристина, 33 лет (резкая, требовательная)",
2940,3,"Понимаю, как это неприятно. На какое время был запланирован приезд курьера? (тикет №917498)",operator,delivery,response,neutral,2,,оператор (заботливый)
2940,4,"Это уже недопустимо. ладно, тогда подожду!",client,delivery,acknowledgment,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
2941,1,Получил заказ с повреждённой упаковкой. Прошу решить оперативно.,client,delivery,delivery_issue,neutral,2,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2941,2,"Добрый день. Подскажите, пожалуйста, пункт выдачи, куда должен прийти заказ? Номер обращения: 385722.",operator,delivery,response,neutral,1,,оператор (деловой)
2941,3,Курьер звонил один раз и сразу сбросил. Времени на это у меня немного.,client,delivery,response,neutral,1,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
