,dialogue_id,turn,text,role,topic,intent,sentiment,urgency
9725,2816,1,"Здрасте, Добрый день. можно ли забрать заказ из пункта выдачи пораньше. Времени на это у меня немного.",client,delivery,delivery_issue,neutral,5
9727,2817,1,"Привет, слушайте, ЗАКАЗ пкоазывает статус ""доставлен"", но по факту ничего не привезли!",client,delivery,delivery_issue,neutral,4
9729,2817,3,"Супре, спасибо. Дети под ногами, времени разбираться нет.",client,delivery,gratitude,positive,2
9730,2818,1,"К делу: курьер до сих пор не приехал, хотя время доставки давно прошло, если нужно — заказ 912778.",client,delivery,delivery_issue,neutral,3
9732,2818,3,К делу: курьер звонил один раз и сразу сбросил (заказ №44941).,client,delivery,response,neutral,1
9733,2819,1,"Меня это очень беспокоит, получил заказ с повреждённой упаковкоой. Надеюсь, всё решаемо.",client,delivery,delivery_issue,neutral,5
9735,2819,3,"Дома был весь день, звонков не прропускал...",client,delivery,response,neutral,3
9737,2820,1,"Добрый день, опять двадцать пять, закааз привезли не по тому адресу, что я указывал. В наше время такого бардака не было, если нужно — заказ 27812.",client,delivery,delivery_issue,neutral,4
9739,2821,1,"Доббрый день, third раз пишу, нужно перенести заказ на другой день, планы поменялись. Уже нервы на пределе.",client,delivery,delivery_issue,negative,4
9741,2821,3,"Слушайте, мой атуальный адрес: пр. Мира, д. 7, кв. 118.",client,delivery,response,neutral,2
9744,2822,2,"Добрый днь, я тут не сильно разбирась, но заказ показывает статус ""доставлен"", но по факту ничего не привезли, если нужно — заказ 536097.",client,delivery,response,neutral,3
9746,2823,1,"Здрасте, К делу: получил заказ с повреждённой упаковкой.",client,delivery,delivery_issue,neutral,2
9748,2823,3,"К делу: номер заказа 867511, если понадобится.",client,delivery,response,neutral,1
9750,2824,1,"Привет, хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,negative,3
9752,2825,1,"Курьер не смог дозвониться, хотя тлефон был при мне весь день. как так вообще!",client,delivery,delivery_issue,negative,4
9754,2825,3,"Слуш, упаковка была вскрыта прямо при курьере, мгоу прислать фотто!",client,delivery,response,neutral,2
9756,2826,1,"Здрасте, да сколько можно, заказ привезли не по тому адресу, что я уазывал.",client,delivery,delivery_issue,negative,5
9758,2826,3,"Third раз пишу, телефон вот: +7 924 534-77-82.",client,delivery,response,neutral,3
9760,2827,1,"Ой, простите за беспокойство, хочу отменить доставку, товар больше не нужен...",client,delivery,delivery_issue,negative,4
9762,2827,3,"Номер заказа 713554, если понадобится. Вы уж извините, я в этом плохо разбираюсь.",client,delivery,response,neutral,2
9764,2828,1,"Привет, курьер до сих пор не приехал, хотя время доставки давно прошло. Буду признателен за скорый ответ.",client,delivery,delivery_issue,neutral,5
9766,2828,3,"Будьте добры, отлично, спасибо за оперативность. Заранее благодарен за содействие.",client,delivery,gratitude,positive,3
9767,2829,1,"Добрый день, трек-номер не отслеживается уже два дня.",client,delivery,delivery_issue,neutral,4
9769,2829,3,Телефон вот: +7 979 223-63-60.,client,delivery,response,neutral,2
9770,2830,1,"Добрый день, слушайте, можно ли забрать заказ из пуункта выдачи пораньше. Уже нервы на пределе!",client,delivery,delivery_issue,negative,3
9772,2830,3,"Third раз пишу, курьер звонил один раз и сразу сбросил!",client,delivery,response,neutral,1
9774,2831,1,"Здрасте, меня это очень беспокоит, можно ли забрать заказ из пункта выдачи пораньше...",client,delivery,delivery_issue,negative,3
9776,2831,3,"Я уже начал переживать, упаковка была вскрыта прямо при курьере, могу прислать фото.",client,delivery,response,neutral,1
9778,2832,1,"Добрый день, вот веь незадача... трек-номер не отслеживается уже два дня. Внучка обычно помогает, а её сейчас нет рядом...",client,delivery,delivery_issue,neutral,4
9780,2832,3,"Ой, простите за беспокойство, мой актуальный адрес: ул. Северная, д. 18, кв. 3.",client,delivery,response,neutral,2
9782,2833,1,"Здрасте, ну красота просто, курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,negative,5
9784,2833,3,"Ну красота просто, дома был весь день, звонков не пропускал.",client,delivery,response,neutral,3
9786,2834,1,"Добрый день. заказ показывает статус ""доставлен"", но по факту ничего не привезли. Времени на это у меня немного.",client,delivery,delivery_issue,negative,3
9788,2834,3,"Мой актуальный адрес: ул. Садовая, д. 3, кв. 9. Прошу решить оперативно.",client,delivery,response,neutral,1
9790,2835,1,"Добрый день, заказ привезли не по тому адресу, что я указывал. Времени на это у меня немного (заказ №204188).",client,delivery,delivery_issue,neutral,2
9792,2835,3,"К делу: номер заказа 186498, если понадобится. Прошу решить оперативно.",client,delivery,response,neutral,1
9795,2836,2,"Привет, извиниет за глупый вопрос, курьер не смго дозвониться, хотя телефон был при мне весь день.",client,delivery,response,negative,3
9797,2837,1,"Смотрите, хочу отменить доставку, товар больше не нужен.",client,delivery,delivery_issue,negative,2
9799,2837,3,"Коллеги, телефон вот: +7 942 778-93-48. Логи готов приложить, если нужно.",client,delivery,response,neutral,1
9801,2838,1,"Извините, ребёнок плачет, отвлеклась, нужно перенести зааз на другой день, планы поменялись...",client,delivery,delivery_issue,neutral,4
9803,2839,1,"Здрасте, опять двадцать пять, хочу изменить адрес доставки, переехал на новое место. В наше время такого бардака не было!",client,delivery,delivery_issue,neutral,3
9805,2839,3,"Ну вот, дома был весь день, звоннков не пропускал.",client,delivery,response,neutral,1
9807,2840,2,"Добрый день, получил заказ с повреждённой упаковкой, номер заказа 352472.",client,delivery,response,negative,4
9809,2841,1,"Я тут не сильно разбираюсь, но получил заказ с повреждённой упаовкой, номер заказа 226188.",client,delivery,delivery_issue,negative,4
9811,2841,3,"Я тут не силньо разбираюсь, но понял, спасибо за помощь. Я в этих ваших прилоожениях не очень.",client,delivery,gratitude,positive,2
9813,2842,1,"Здрасте, курьер не сомг дозвониться, хотя телефон был при мне весь день.",client,delivery,delivery_issue,neutral,5
9815,2842,3,"Ну вот, упаковка была вскрыта прямо при курььере, могу прислать фото (заказ №40155).",client,delivery,response,neutral,3
9817,2843,1,"Здравствуйте, Срочно: заказ привезли не по тому адресу, что я указывал!",client,delivery,delivery_issue,neutral,2
9819,2843,3,Срочно: курьер звонил один раз и сразу сбросил (заказ №612078)!,client,delivery,response,neutral,1
9821,2844,1,"Добрый день, чел, можно ли забрать заказ из пунккта выдачи пораньше. это вообещ норм (заказ №199892) 🙂",client,delivery,delivery_issue,negative,3
9823,2844,3,"Бро, хороошо, спасбо за ответ 😔",client,delivery,gratitude,positive,1
9825,2845,1,"Привет, я уже начал переживать, нужно перенести заказ на другой день, плаы поменялись, если нужно — заказ 478089.",client,delivery,delivery_issue,neutral,2
9827,2845,3,"Не хочу показаться навязчивым, но курьер звонил один раз и сразу сбросил. Простите за настойчивость, просто переживаю, номер закааза 443726.",client,delivery,response,neutral,1
9829,2846,1,"Курьер до сих пор не приехал, хотя время доставки давно прошло. Извините, если что-то путаон объяснила.",client,delivery,delivery_issue,neutral,2
9831,2846,3,"Простите, дописываю на бегу, ясно, спс за овтет. Извините, если что-то путано объяснила...",client,delivery,gratitude,positive,1
9833,2847,1,"Да сколько можно, хочу отменить доставку, товар больше не нужен. Дети под ногаи, времени разбираться нет.",client,delivery,delivery_issue,negative,5
9835,2847,3,"Third раз пишу, упаковка бла вскрыта прямо при курьере, могу прислать фото.",client,delivery,response,neutral,3
9836,2848,1,"Здрасте, Срочно: хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,neutral,3
9838,2848,3,"Немедленно нужно решить: мой актуальный адрес: пер. Тихий, д. 4, кв. 12.",client,delivery,response,neutral,1
9840,2849,1,Трек-номер не отслеживается уже два дня 😔,client,delivery,delivery_issue,neutral,3
9842,2849,3,"Спасибо большое, буду ждаь, номер заказа 682175.",client,delivery,gratitude,positive,1
9844,2850,1,"Привет, закказ показывает статус ""доставлен"", но по факту ничего не привезли. Внучка обычно помогает, а её сейчас нет рядом.",client,delivery,delivery_issue,negative,4
9846,2850,3,"Телефон вот: +7 992 877-42-56, номер закаа 917013...",client,delivery,response,neutral,2
9848,2851,1,"Я уже начал переживать, курьер до сих пор не приехал, хотя время доставки давно прошло. Простите за настойчивость, просто переживаю...",client,delivery,delivery_issue,negative,4
9850,2851,3,"Меня это очень беспокоит, дома был весь день, звонков не пропускал.",client,delivery,response,neutral,2
9852,2852,1,"Привет, Добрый день. заказ показывает статус ""доставлен"", но по факту ничего не привезли. Времени на это у меня немного.",client,delivery,delivery_issue,neutral,2
9854,2852,3,"К делу: номер заказа 388462, если понадобится. Прошу решить оперативно.",client,delivery,response,neutral,1
9855,2853,1,"Простите, дописываю на бегу, можно ли забраать заказ из пункта выдачи пораньше (заказ №471131).",client,delivery,delivery_issue,neutral,2
9857,2853,3,"Извините, реебёнок плачет, отвлеклась, номер заказа 636641, если понадобится.",client,delivery,response,neutral,1
9860,2854,2,"Привет, дееточка, нужно перенести заказ на другой день, планы поменялись. Вы уж извините, я в этом плохо разбираюсь, если нужно — заказ 33515.",client,delivery,response,negative,5
9862,2854,4,"Деточка, ладно, тогда подожду.",client,delivery,acknowledgment,neutral,4
9863,2855,1,"Заказ привезли не по тому адресу, что я указывал 🙏",client,delivery,delivery_issue,neutral,4
9865,2855,3,"Извините, ребёнок плачет, отвлеклась, курьер звонил один раз и сразу сбросил (заказ №836454) 😔",client,delivery,response,neutral,2
9867,2856,1,"Добрый день, хочу отменить доставку, товар больше не нужен.",client,delivery,delivery_issue,neutral,2
9869,2856,3,"Дома был весь день, звонков не пропускал.",client,delivery,response,neutral,1
9871,2857,1,"Доббрый день, опять двадцать пять, получил заказ с повреждённой упаковкой. В наше время такого бардака не было!",client,delivery,delivery_issue,neutral,4
9873,2857,3,"Благодарю, выручили...",client,delivery,gratitude,positive,2
9874,2858,1,"Коллеги, курьер не смог дозвониться, хотя телефон был при мне весь день.",client,delivery,delivery_issue,neutral,3
9876,2858,3,"Смотрите, спасибо, что разобрались так быстро, если нужно — заказ 189352.",client,delivery,gratitude,positive,1
9877,2859,1,К делу: трек-номер не отслеживается уже два дня.,client,delivery,delivery_issue,neutral,3
9879,2859,3,"Добрый день. мой актуальный адрес: ул. Ленина, д. 15, кв. 42. Времени на это у меня немного.",client,delivery,response,neutral,1
9881,2860,1,"Будьте добры, хочу изменить адрес доставки, переехал на новое место, если нужно — заказ 135420.",client,delivery,delivery_issue,neutral,2
9883,2860,3,Не могли бы вы подсказать: телефон вот: +7 952 094-30-45. Заранее благодарен за содействие.,client,delivery,response,neutral,1
9885,2861,1,"Здрасте, заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,neutral,2
9887,2861,3,"Простите, дописываю на бегу, упаковка была вскрыта прямо при куьере, могу прислать фото (заказ №183814).",client,delivery,response,neutral,1
9888,2862,1,"Коллеги, курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,neutral,3
9890,2863,1,"Нужно перенести заказ на другой день, планы поменялись. Извините, если что-то путано объяснила.",client,delivery,delivery_issue,neutral,4
9892,2863,3,"Упаковка была вскрыта прямо при курьере, могу прислать фото. Пишу пока маылш спит 💛 🙂",client,delivery,response,neutral,2
9894,2864,1,"Заказ показвает статус ""доставлен"", но по факту ничего не привезли. Помогите пожалуйста, очень надо (заказ №538819)!",client,delivery,delivery_issue,negative,5
9896,2864,3,"Простите что беспокою, дома был весь день, звонков не пропускал!",client,delivery,response,neutral,3
9898,2865,1,"Меня это очень беспокоит, хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,neutral,5
9900,2865,3,"Я уже начал переживать, курьер звонил один раз и сразу сбросил. Простите за настойчивость, просто переживаю, номер заказа 493756.",client,delivery,response,neutral,3
9902,2866,1,"Привет, Коллеги, хочу отменить доставку, товар больше не нужен.",client,delivery,delivery_issue,neutral,3
9904,2866,3,"Коллеги, телефон вот: +7 957 461-27-75. Могу описать шаги воспроизведения.",client,delivery,response,neutral,1
9906,2867,1,"Здрасте, Не могли бы вы подсказать: получил заказ с повреждённой упаковкой. Заранее благодарен за содействие, если нужно — заказ 486330.",client,delivery,delivery_issue,neutral,3
9908,2867,3,"Будьте добры, номер заказа 505903, если понадобится.",client,delivery,response,neutral,1
9910,2868,1,"Не могли бы вы подсказать: курьер не смог дозвониться, хотя телефон был при мне весь день. Буду признателен за скорый ответ.",client,delivery,delivery_issue,neutral,2
9912,2868,3,"Прошу прощения за беспокойство, мой актуальный адрес: ул. Гагарина, д. 21, кв. 56, номер заказа 285179.",client,delivery,response,neutral,1
9914,2869,2,"Внезапно (нет), трек-номер не отслеживается уже два дня.",client,delivery,response,negative,3
9916,2869,4,"Хорошо, договорились.",client,delivery,acknowledgment,neutral,2
9917,2870,1,Можно ли забрать заказ из пункта выдачи пораньше.,client,delivery,delivery_issue,neutral,5
9919,2870,3,"Мой актуальный адрес: ул. Северная, д. 18, кв. 3. Спасибо, что разбираетесь 🙂",client,delivery,response,neutral,3
9921,2871,1,"Чел, трек-номер не отслеживается уже два дня. как так вообще!",client,delivery,delivery_issue,neutral,3
9923,2871,3,"Ноемр заказа 251116, ЕСЛИ понадобится!",client,delivery,response,neutral,1
9925,2872,2,"Смотрите, курьер не смог дозвониться, хотя телефон был при мне весь день. Логи готов приложить, если нужно.",client,delivery,response,negative,4
9927,2872,4,"Понял, ждём.",client,delivery,acknowledgment,neutral,3
9928,2873,1,Добрый день. можно ли забрать заказ из пункта выдачи пораньше.,client,delivery,delivery_issue,negative,2
9930,2873,3,"Добрый день. спасибо, вопрос решён. Времени на это у меня немного.",client,delivery,gratitude,positive,1
9932,2874,1,"Здравствуйте, Добрый день. получил заказ с повреждённой упаковкой.",client,delivery,delivery_issue,negative,2
9934,2874,3,"Добрый день. упаковка была вскрыта прямо при курьере, могу прислать фото. Прошу решить оперативно.",client,delivery,response,neutral,1
9935,2875,1,"Third раз пишу, нжно перенести заказ на другой день, планы поменялись.",client,delivery,delivery_issue,neutral,3
9937,2875,3,"Слушайте, телефон вот: +7 950 560-50-04 (заказ №883092).",client,delivery,response,neutral,1
9938,2876,1,"Ну красота просто, заказ привезли не по тому адресу, что я указывал. Ну хоть посмеялся, и то дело...",client,delivery,delivery_issue,neutral,4
9940,2876,3,"Внезапно (нет), поняла, спасибо огромное. Ждём-с, если нужно — заказ 998980.",client,delivery,gratitude,positive,2
9942,2877,1,"Здрасте, Будьте добры, хочу изменить адрес доставки, переехал на новое место...",client,delivery,delivery_issue,negative,2
9944,2877,3,"Супер, спасибо. Заранее благодарен за содействие...",client,delivery,gratitude,positive,1
9947,2878,2,"Деточка, хочу отменить доставку, товар больше не нужен. Вы уж извините, я в этом плохо разбираюсь...",client,delivery,response,negative,4
9949,2879,1,"Внезапно (нет), курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,neutral,2
9951,2879,3,"Ну красота просто, дома был весь день, звонков не пропускал.",client,delivery,response,neutral,1
9953,2880,1,"Здравствуйте, заказ показывает статус ""доставлен"", но по факту ничего не привезли.",client,delivery,delivery_issue,negative,5
9955,2880,3,Курьер звонил один раз и сразу сбросил.,client,delivery,response,neutral,3
9956,2881,1,"Курьр не смог дозвониться, хотя телефон был при мне весь день.",client,delivery,delivery_issue,negative,2
9958,2881,3,Телефон вот: +7 953 810-40-83. Пишу пока малыш спит 💛.,client,delivery,response,neutral,1
9961,2882,2,"Привет, закааз показывает статус ""доставлен"", но по факту ничего не привезли...",client,delivery,response,neutral,4
9963,2882,4,"Хорошо, поняла, буду ждать.",client,delivery,acknowledgment,neutral,3
9964,2883,1,"Здравствуйте, Добрый день! хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,neutral,3
9966,2883,3,"Подскажите, пожалуйста: дома был весь день, звонков не пропускал, если нужно — заказ 209154.",client,delivery,response,neutral,1
9969,2884,2,Можно ли забрать заказ из пункта выдачи пораньше.,client,delivery,response,negative,5
9971,2884,4,"Окей, буду следить за статусом.",client,delivery,acknowledgment,neutral,4
9972,2885,1,"Нуно перенести закааз на другой день, планы поменялись (заказ №205429).",client,delivery,delivery_issue,neutral,3
9974,2885,3,"Отличо, спасибо за оперативность. Я в этих ваших приложениях не очень, номер заказа 646726.",client,delivery,gratitude,positive,1
9976,2886,1,"Я тут не сильно разбираюсь, но круьер до сих пор не пирехал, хотя время доставки давно прошло (заказ №857074).",client,delivery,delivery_issue,negative,5
9978,2886,3,"Я тут не сильно разбираюсь, но курьер звонил один раз и сразу сбросил.",client,delivery,response,neutral,3
9980,2887,1,"Здрасте, получил заказ с повреждённой упаковкой. Совсем распустились (заказ №492346)!",client,delivery,delivery_issue,neutral,2
9982,2888,1,"Хочу отменить доставку, товар больше не нужен.",client,delivery,delivery_issue,neutral,2
9984,2888,3,"Коллеги, супер, спасибо. Могу описать шаги воспроизведения.",client,delivery,gratitude,positive,1
9986,2889,1,К делу: трек-номер не отслеживается уже два дня. Времени на это у меня немного.,client,delivery,delivery_issue,neutral,4
9988,2889,3,"Ясно, спс за ответ. Времени на это у меня немного.",client,delivery,gratitude,positive,2
9990,2890,1,"Добрый день, Срочно: заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,negative,4
9992,2890,3,"Мой актуальный адрес: пер. Тихий, д. 4, кв. 12. Иначе буду писать жалобу.",client,delivery,response,neutral,2
9994,2891,1,"Здравствуйте, я тут не сильно разбираюьс, но хочу отменить доставку, товар больше не нужен. Объясните, пожалуйта, попроще.",client,delivery,delivery_issue,negative,4
9996,2891,3,"Сын подсказал написать вам: номер заказа 249233, если понадобится.",client,delivery,response,neutral,2
9998,2892,1,"Добрый день, получил заказ с повреждённой упаковкой.",client,delivery,delivery_issue,neutral,3
10000,2892,3,"Смотрите, упаковка была вскрыта прямо при курьере, могу прислать фото.",client,delivery,response,neutral,1
10002,2893,1,"Раньше такого безобразия не было, заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,negative,3
10004,2893,3,"Ну вот, хорошо, спасибо за ответ. Совсем распустились.",client,delivery,gratitude,positive,1
10006,2894,2,"Здрасте, внезапно (нет), можно ли забрать заказ из пункта выдачи пораньше.",client,delivery,response,neutral,3
10008,2894,4,"Внезапно (нет), ладно, тогда подожду. Ну хоть посмеялся, и то дело.",client,delivery,acknowledgment,neutral,2
10009,2895,1,"Добрый день, да сколько можно, нужно перенести заказ на другой день, планы поменялись.",client,delivery,delivery_issue,negative,5
10011,2895,3,"Third раз пишу, упаковка была вскрыта прямо при курьрее, могу прислать фото.",client,delivery,response,neutral,3
10013,2896,1,"Здравствуйте, слушайте, хочу изменить адрес достваки, переехал на новое место. Уже нервы на пределе!",client,delivery,delivery_issue,neutral,3
10015,2896,3,"Слушайте, телефон вот: +7 929 020-14-14!",client,delivery,response,neutral,1
10017,2897,1,"Здрасте, курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,neutral,4
10019,2897,3,"Изввините за глупый вопрос, курьер зонил один раз и сразу сбросил. Объясните, пожалуйста, попроще.",client,delivery,response,neutral,2
10021,2898,1,"Добрый день! заказ показывает статус ""доставлен"", но по факту ничего не привезли. Спасибо, что разбираетесь.",client,delivery,delivery_issue,neutral,2
10023,2898,3,"Добрый день! мой актуальный адрес: ул. Ленина, д. 15, кв. 42, если нужно — заказ 994203.",client,delivery,response,neutral,1
10025,2899,1,"Здравствуйте, Немедленно нужно решить: трек-номер не отслеживается уже два дня. Иначе буду писать жалобу.",client,delivery,delivery_issue,neutral,3
10027,2899,3,"Немедленно нужно решить: дома был весь день, звноков не пропускал!",client,delivery,response,neutral,1
10029,2900,1,"А можно вопрос, курьер не смог дозвониться, хотя телефон был при мне весь день. Помогите пожалуйста, очень ндо!!",client,delivery,delivery_issue,negative,3
10031,2900,3,"А можно вопрос, номер заказа 2539902, если понадобится.",client,delivery,response,neutral,1
10034,2901,2,"Првет, чел, трек-номер не отслеживается уже два дня. как так вообще 😢",client,delivery,response,negative,5
10036,2901,4,"Короче, принято, спасибо за информацию.",client,delivery,acknowledgment,neutral,4
10038,2902,2,"Здрасте, нужно перенести заказ на другой день, планы поменялись. Могу описать шаги воспроизведения.",client,delivery,response,negative,4
10040,2902,4,"Принято, спасибо за информацию.",client,delivery,acknowledgment,neutral,3
10041,2903,1,"А можжно вопрос, заказ показывает статус ""дотсавлен"", но по факту ничего не привезли. Очень переживаю из-за этого!",client,delivery,delivery_issue,neutral,2
10043,2904,1,"Привет, ой, курьер не сог дозвониться, хотя телефно был при мне весь день! 😔",client,delivery,delivery_issue,negative,2
10045,2905,1,"Коллеги, получил заказ с повреждённой упаковкой. Могу описать шаги воспроизведения.",client,delivery,delivery_issue,neutral,5
10047,2905,3,"Коллеги, телефон вот: +7 949 321-47-86.",client,delivery,response,neutral,3
10049,2906,1,"Курьер до сих пор не приехал, хотя время доставки давно прошло. Логи готов приложить, если нужно.",client,delivery,delivery_issue,negative,5
10051,2906,3,"Коллеги, упаковка была вскрыта прямо при курьере, могу прислать фото, если нужно — заказ 297395.",client,delivery,response,neutral,3
10053,2907,1,"Я уже начал переживать, хочу оменить доставку, товар больше не нужен, номер заказа 267323!",client,delivery,delivery_issue,negative,5
10055,2907,3,"Я уже начал переживать, дома был весь день, звонков не пропускал.",client,delivery,response,neutral,3
10057,2908,1,"Меня это очень беспокоит, можно ли забрать заакз из пункта выдачи пораньше (заказ №40201).",client,delivery,delivery_issue,negative,3
10059,2909,1,"Будьте добры, хочу изменить адрес доставки, переехал на новое место.",client,delivery,delivery_issue,neutral,4
10061,2909,3,"Не могли бы вы подсказать: спасибо большое, буду ждать.",client,delivery,gratitude,positive,2
10063,2910,1,"Извините, ребёнок плаччет, отвлеклась, заказ привезли не по тому адресу, что я указывал. Извините, если что-то путано объяснила.",client,delivery,delivery_issue,neutral,2
10065,2910,3,"Простите, дописываю на бегу, номер заказа 714040, если понадобится. Пишу пока малыш спит 💛...",client,delivery,response,neutral,1
10067,2911,1,"Добрый деннь, Немедленно нужно решить: можно ли забрать заказ из пункта выдачи пораньше. Жду РЕШЕНИЯ в ближайшее время!",client,delivery,delivery_issue,neutral,4
10069,2912,1,"Я тут не слиьно разбираюсь, но курьер до сих пор не приехал, хотя время доставки давно прошло. Я в этих ваших приложенииях не очень.",client,delivery,delivery_issue,negative,4
10071,2913,1,"Здрасте, чел, хочу изменнить адрес доставки, переехал на новое место!",client,delivery,delivery_issue,neutral,2
10073,2913,3,"Чел, мой актуальный адрес: пер. Тихий, д. 4, кв. 12 (заказ №343190).",client,delivery,response,neutral,1
10075,2914,1,"Привет, трек-номер не отслеживается уже два дня. Совсем распустились!",client,delivery,delivery_issue,neutral,4
10077,2914,3,"Опять двадцать пять, поняла, спасибо огромное.",client,delivery,gratitude,positive,2
10079,2915,1,"Здравствуйте, ну вот, нужно перенести заказ на другой день, планы пменялись.",client,delivery,delivery_issue,neutral,2
10081,2915,3,"Опять двадать пять, курьер звонил один раз и сразу сбросил. Совсем распустились!",client,delivery,response,neutral,1
10082,2916,1,"Привет, заказ показывает статус ""доставлен"", но по факту ничего не привезли. Дети под ногами, времени разбираться нет.",client,delivery,delivery_issue,neutral,3
10084,2916,3,"Thrd раз пишу, номер заказа 803735, если понадобится.",client,delivery,response,neutral,1
10086,2917,1,"Добрый день, ну вот, заказ пивезли не по тому адресу, что я указывал. Совсем распустились.",client,delivery,delivery_issue,negative,3
10088,2917,3,"Раньше такого безобразия не было, курьер звонил один раз и сразу сбросил. Совсем распустились, номер заказа 823948.",client,delivery,response,neutral,1
10090,2918,1,Сын подсказал написать вам: получил заказ с повреждённой упаковкой (заказ №928486)!,client,delivery,delivery_issue,neutral,3
10092,2918,3,"Извините за глупый вопрос, мой актуальный адрес: пер. Тихий, д. 4, кв. 12. Объясните, пожалусйта, попрще.",client,delivery,response,neutral,1
10094,2919,1,"А можно вопрс, курьер не смог дозвониться, хоят телефон был при мне весь день.",client,delivery,delivery_issue,neutral,3
10096,2919,3,"Дома был весь день, звонков не пропускал! 😢",client,delivery,response,neutral,1
10097,2920,1,"Раньше такого безобразия не было, хочу отменить доставку, товар больше не нужен!",client,delivery,delivery_issue,neutral,3
10099,2920,3,"Спсибо, что разобрались так быстро.",client,delivery,gratitude,positive,1
10101,2921,1,"Курьер не смог дозвониться, хотя телефон был при мне весь день, если нужно — заказ 622864.",client,delivery,delivery_issue,neutral,2
10103,2922,1,"Слуш, можно ли забрать заказ из пункта выдачи пораньше!",client,delivery,delivery_issue,neutral,4
10105,2923,1,"Да сколько можно, курьер до сих пор не приехал, хотя время доставки давно поршло. Уже нервы на пределе.",client,delivery,delivery_issue,negative,4
10107,2923,3,"Спасибо, вопрос решён.",client,delivery,gratitude,positive,2
10109,2924,2,"Ну вот, зказ привезли не по тому адресу, что я указывал. Совсем распустились!",client,delivery,response,negative,5
10111,2924,4,"Понял, ждём. В наше время такого барадка не было (заказ №246787).",client,delivery,acknowledgment,neutral,4
10112,2925,1,"Заказ показывает статус ""доставлен"", но по факту ничего не привезли. Прошу решить оперативно (заказ №706069).",client,delivery,delivery_issue,neutral,3
10114,2926,1,Срочно: трек-номер не отслеживается уже два дня.,client,delivery,delivery_issue,neutral,5
10116,2926,3,"Срочно: понял, спасибо за помощь!",client,delivery,gratitude,positive,3
10118,2927,1,"Привет, ой, хоччу изменить адрес доставки, переехал на нвое место. Очень переживаю из-за этого, номер заказа 544920.",client,delivery,delivery_issue,neutral,2
10120,2927,3,"Упаковка была вскртыа прямо при куррьере, могу прислать фото, номер заказа 852230.",client,delivery,response,neutral,1
10122,2928,1,"Простите что беспокою, хочу отменить доставку, товар болье не нужен. Помогите пожалуйста, очень надо! 😅",client,delivery,delivery_issue,negative,2
10124,2928,3,"Простите что беспокою, телефон вот: +7 911 912-51-00. Помогите пожалуйста, очень надо!! 😔",client,delivery,response,neutral,1
10126,2929,1,"Добрый день, нужно перенести заказ на другой день, планы поменялись.",client,delivery,delivery_issue,neutral,4
10128,2929,3,"Добрый день. благодарю, выручили.",client,delivery,gratitude,positive,2
10130,2930,1,"Привет, а можно вопрос, получил заказ с повреждённой упаковкой!",client,delivery,delivery_issue,neutral,4
10132,2930,3,"Ой, телефон вот: +7 922 392-98-49. Помогите пожалуйста, очень надо!",client,delivery,response,neutral,2
10133,2931,1,"Я уже начал переживать, хочу отменить доставку, товар больше не нужен.",client,delivery,delivery_issue,negative,3
10135,2932,1,"Простите что бесппокою, трек-номер не отслеживается уже два дня. Помогите пожалуйста, очень надо!...",client,delivery,delivery_issue,negative,3
10137,2933,1,"Здрваствуйте, моожно ли забрать заказ из пункта выдачи пораньше.",client,delivery,delivery_issue,neutral,2
10139,2933,3,"Бро, номер заказа 129332, если понаадобится 😅",client,delivery,response,neutral,1
10140,2934,1,"Здравствуйте, ой, протите за беспокойство, курьер до сих пор не приехал, хотя время доставки давно прошло.",client,delivery,delivery_issue,neutral,4
10142,2934,3,"Упаковка была вскрыта прямо при курьере, могу прислатть фото. Внучка обычно помогает, а её сейчас нет рядом.",client,delivery,response,neutral,2
10145,2935,2,"Здравствуйте, внезапно (нет), заказ показывает статус ""доставлен"", но по факту ничего не привезли. Ну хоть посмеялся, и то дело.",client,delivery,response,negative,4
10147,2935,4,"Ну красота просто, хорошо, договорились. Ну хоть посмеялся, и то дело.",client,delivery,acknowledgment,neutral,3
10148,2936,1,"Ну красота просто, заказ привезли не по тому адресу, что я указывал.",client,delivery,delivery_issue,neutral,5
10150,2936,3,"Как обычно, поняла, спасибо огромное. Ждём-с.",client,delivery,gratitude,positive,3
10151,2937,1,"Просите, дописываю на бегу, нужно перенести заказ на другой день, планы поменялись. Извините, если что-то путано объяснила, номер заказа 254865.",client,delivery,delivery_issue,negative,3
10153,2937,3,"Извините, ребёнок плачет, отвлеклась, хорошо, спасибо за ответ...",client,delivery,gratitude,positive,1
10155,2938,1,Срочно: получил заказ с повреждённой упаковкой!,client,delivery,delivery_issue,neutral,2
